article_id,header,text,source,city_1,city_2,city_3,lang_1,lang_2,lang_3,role_1,role_2,role_3,perk_1,perk_2,perk_3
16495238,"bevi | Boston, MA | Full-time | ONSITE |"," Our mission is to eliminate plastic bottles by making the best drinks instantly available, using purified tap water and natural flavors. Since our 2015 launch, we have saved over 9 million bottles and cans from entering the ecosystem. We’re a team of technology and design enthusiasts excited to take on a stagnant industry. Bottled beverage distribution is expensive, ineffective, and environmentally wasteful - and it hasn't changed significantly in decades. We're entirely cutting out the traditional bottled beverage supply chain, while taking point-of-use beverage creation to a new level. Full-stack software developer: We are seeking great (or soon to-be great) software developers to build future versions of our software. Our ideal candidate, while having their areas of expertise, will not shy away from digging into any part of our stack: web UI, backend, firmware, and mobile applications. We are a small and fun software team in a fast growing hardware startup. Our customers love our product and you will play a crucial role in making them even happier. If you love thinking through new ideas and interactions, how to execute them in an innovative way and have a deep respect for user experience, come join our team!",March 2018,Boston,,,,,,Developer,Software Developer,Web Developer,Onsite,,
16493958,"Pivotal | Engineers, Designers, Product Managers, Data Scie| Locations worldwide | ONSITE"," Pivotal's goal is to transform the way the world builds software. We mean it. We value aptitude over alma mater, empathy over a list of APIs. It doesn't matter whether your resumé says PHP or PhD: if you're smart, empathetic and know some stuff, we want to work with you. We have many offices worldwide including SF, NYC, Toronto, London, Denver, Palo Alto, Dublin, Tokyo, Sydney (pivotal.io/locations) and more. We have two main divisions: Pivotal Labs and R&D. -- Not many people get to transform how people think and work. Why not you? -- Not many people get to work on such systems. Why not you? -- At our offices we have free breakfast, weekly tech talks, excellent benefits and competitive pay. You'll work with competent people, kind people and go home at the same time every day. Ping pong isn't mandatory, but it's popular. I think west-coast ping pong is harder to beat, but east-coast style is more entertaining to watch. The NYC beer fridge has more IPAs than I prefer but I guess that's life in paradise. -- To see open jobs, go to pivotal.io/careers. To apply, please go to my referral link: You can also email me at jchester+hn-mar18@pivotal.io if you have questions. I won't reply to copypasta. I may not be able to reply immediately, as I am just an engineer here. These help me earn a referral bonuses, which I appreciate.",March 2018,,,,PHP,Go,,Software Engineer,,,Onsite,,
16497129,"HealthRhythms | Backend Engineer, Full-Stack Engineer & Data Scie| New York City | ONSITE"," At HealthRhythms [ We are funded by the NIH as well as seed investors, and we work with researchers, hospital/healthsystems, as well as pharma companies. You can read a recent news article here: We're looking for independent thinkers who care deeply about the problems we're solving. Our mission is to redefine not only how we measure and treat mental illness, but how we optimize wellbeing as a whole. If being one of the first 10 employees at a promising startup in healthcare sounds exciting to you, please get in touch. Positions: Backend Engineer (Python, AWS) - Our backend runs on AWS, is primarily built in Python, and uses services such as AWS Lambda, DynamoDB, RedShift, etc. We are looking for someone who is well versed in both Python and AWS. Responsibilities will involve automating and scaling our current data pipeline, as well continuing to build out our data capture and data analytics capabilities. Details are here: Full-Stack Engineer - We are additionally looking for an engineer that can help with both our front and backend. We have a set of web dashboards that researchers and clinicians use to view and interact with the data we capture. Our dashboards use Angular (though we are considering moving to React) and our backend is built with Python. You'll be responsible for building out our dashboard capabilities and helping implement the APIs and infrastructure (built on AWS) used to power the dashboards. Depending on your skill set (e.g. more backend focussed) there are similarities with the Backend Engineer position posted above Details are here: Data Scientist - We are looking for a mid or senior level data scientist  to help drive our efforts in data analysis and machine learning. Primary responsibilities will include analyzing our sensor data to better charecterize patients' behavioral patterns, and developing algorithms for personalized just-in-time interventions to assist patients whose mental health is deteriorating. Details are here: Email us your resume and tell us a bit about yourself at jobs@healthrhythms.com We're looking forward to hearing from you!",March 2018,New York,,,Python,,,Data Engineer,Data Scientist,,Onsite,,
16735274,"Academia.edu | Full Stack Engineer | San Francisco, CA | Onsite"," Academia.edu is addressing two problems: - Open access. The goal here is to put every academic pdf ever written on the internet, available for free. - Robustness. The goal here is to produce a set of signals around any given academic paper that indicate how robust the paper’s claims and findings are. It has emerged over the last few years that 65-90% of the academic literature is not reproducible. What this means is that if you try to reproduce the experiments described in a paper, 65-90% of the time you will not get the same findings. This is known as ""the reproducibility crisis”. Peer review is not a robustness filter; we need a separate filter to indicate robustness. With regard to open access, Academia allows academics to upload papers to Academia, and make them freely available. Academics have uploaded about 19 million pdfs to Academia.edu. About 30 million people come to Academia each month to access and share papers. With regard to robustness, we think the way to build a robustness layer on top of papers is a) to mine the existing graph of citations for commentary and (b) crowd-source commentary/peer review from the academic community. Academia has built a recommendation system which is the basis of our approach to (b), and a citation graph infrastructure that is the basis of our approach to (a). We believe that addressing robustness is a challenge and an opportunity. We need mission-driven engineers to come and help us. We have raised $33 million from Tencent, Khosla Ventures, Spark Capital, and True Ventures. The company is profitable off a premium subscription model. Bijan Sabet from Spark Capital writes ""We believe open science is really important. We believe Academia.edu is going to have a profound impact on the world."" We are looking to hire full stack software engineers. Technologies we use include Ruby, Rails, Postgres, DynamoDB, React. Our office is in downtown San Francisco. For more information, visit If you are interested to learn more, please email Yuri Niyazov at yuri [at] academia.edu",April 2018,San Francisco,,,Ruby,,,,,,Onsite,,
16737676,"RaiseMe | Full Stack Engineer | San Francisco, CA | ONSITE, Full-time"," RaiseMe is expanding access to higher education by reinventing how students earn scholarship dollars from colleges. Our platform allows colleges and universities to award incremental ""micro-scholarships"" to high school (and soon, community college) students, based on academic, testing, extracurricular, and real-world experience. We've over 250 college partners, and users in 1 of 2 high schools in the US. Many of our students earn tens-of-thousands of dollars for college. The coolest part of our platform is how it educates students about the possibility of college in the first place. Many of our users are first-generation college attendees, or minority or low-income students. Here's a recent VICE Impact article about us: If you're an engineer looking to work with other smart and passionate individuals on the mission of helping all high school students achieve their college ambitions, get in touch! We are a small company, with a 14-person engineering team. We offer competitive pay, great benefits (including a dog-friendly office!), and meaningful equity stake. Tech stack: Ruby/Rails, React/Redux frontend, MongoDB/Postgres/Redshift, with some small things in Go, Python, and Node. I'm happy to answer any questions - email me at ben@raise.me. Our jobs listing page is here:",April 2018,San Francisco,,,Python,Ruby,Go,,,,Onsite,,
16761990,BitVids is hiring (Bitcoin + porn) | Los Angeles or REMOTE | Full-stack engineer or cofounder," We're working on bringing crypto to the amateur/webcam/alt-porn scene. There are quite a few clip/cam sites out there already (see ManyVids, Chaturbate etc.) but they all take a large cut of seller revenue. We drastically lower fees by focusing only on Bitcoin and other cryptocurrencies for payments. We've got an early-stage prototype with a small active community: We're looking for a cofounder or first engineer employee - we'll provide generous equity and competitive salary. We have lots of interesting work ahead of us: - Instant payments with Lightning Network - Crowd-sourced custom video requests - Webcam platform Plus, you'll get to interact with your favorite porn stars. Please email your resume to resume@bitvids.net",April 2018,Los Angeles,,,,,,Network Engineer,,,Remote,,
16735480,"Segment | Engineering | SF, Vancouver | Full-time |"," Segment is growing quickly and hiring great engineers to help us scale our engineering org. If you would like to see all of our job postings, Some work that our engineers are doing: - - - I'm a part of the security team and would love to find software engineers who are interested in learning more about security, or experienced security engineers! Here are a few roles we are hiring for: - Cloud Security Engineer: - Senior Product Engineer: - Site Reliability Engineering Manager:",April 2018,,,,,,,Senior Software Engineer,Software Engineer,,,,
16494515,"Built For Me Inc. | Seattle, New York, San Francisco, Remote (US-only| Senior Front-end Software Engineer | Full Time | $150k-$225k"," Who we are: We are a small company loathe to use the word “startup”. The phrase that most aptly describes us is “boutique consulting firm” as we are currently working on select software consulting projects and have a long term vision to build a stand-alone product in about 6 months. The future product will focus on enabling business workflows and growing workplace productivity. We are being smart in our approach balancing software consulting with our own product. We balance both to pay ourselves well and support our vision for the future. We're looking to get one final person in place to help us build our product, and that is hopefully you. We are incredibly selective (who isn't?) and we are really quite small. We've blogged about our hiring process and we've blogged about our funnel. The reality is we've optimized our hiring process to filter first, before a call. We're sorry this is the case; it would be really nice to meet everyone, but we simply don't have the time to do that while also working on our business. We try to be as transparent as we can be about our process, but if it doesn't work for you we'd love to hear from you when we're bigger and having a recruiting division who will be able to do a call first approach. We have a vision of a product but we don't have one yet, so we can't point you to it. Sorry! Also, we're forthright about this (see the first line of this post) but we really and truly only hire employees authorized to work in the US. We're not large enough to want to deal with non-US tax jurisdictions, and we're not looking for 1099 contractors at this time. Who you are: An incredibly motivated, amazingly talented full stack engineer whose abilities truly shine on the front end. You know React, Webpack, CSS, Sass, JSX, and the other standard front-end technologies we don't. You are a self-starter who can work with little supervision. You are meticulous about details and sufficiently passionate to get things done, yet know when to pivot to a more experimental move-fast mode. You should be a great teammate who looks to make your colleagues more productive because you know they are doing the same for you. You love the state-of-the-art and yet understand the danger of being there and can articulate the reasons why. <a href=""https://www.builtforme.tech"" rel=""nofollow"">https://www.builtforme.tech</a> <a href=""https://blog.builtforme.tech"" rel=""nofollow"">https://blog.builtforme.tech</a> Apply via AngelList:",March 2018,New York,San Francisco,Seattle,,,,Software Engineer,,,Remote,,
16521727,"CADRE | New York, NY & Toronto, ON| Onsite | Experienced Engineers | Cadre is a well-funded startup (Series C | Total Funding $135M) at the intersection of techn", Open Positions: Senior Software Engineer (NYC)- Senior Software Engineer (Toronto)-,March 2018,New York,Toronto,,,,,Senior Software Engineer,Software Engineer,,Onsite,,
16494275,"Dropbox | Machine Learning Engineer | San Francisco, CA | Onsite, full-time"," Dropbox’s Machine Learning team develops high-impact solutions that touch millions of people and a lot of data. From images and videos to documents and audio (in every language!), the Dropbox ML team tackles it all. We leverage the full range of classic & modern ML techniques (whatever a problem calls for!), including {semi,un,}supervised learning, deep learning of all flavors (from CNNs to LSTMs and beyond!), and online/interactive learning. See this blog post for a deep-dive into a recent feature we developed (OCR on scanned documents): We're looking for people with either academic or practical backgrounds in machine learning, ideally with experience in natural language understanding, information retrieval, knowledge extraction, and/or deep learning. Responsibilities: - Work within the Machine Learning Team to prototype, design, code, train, test, deploy, and iterate on large scale machine learning systems. - Build delightful products and experiences for millions, while working alongside an excellent, cross-functional team across Engineering, Product and Design. - Help shape the direction of machine learning and artificial intelligence at Dropbox. Benefits and Perks: - Getting to make a tremendous impact on our infrastructure & products, which are used by hundreds of millions of people around the world - Working with a highly skilled and experienced team (small, but growing fast!) with backgrounds in industry & academia, across many different fields - Market competitive total compensation package - 100% company-paid individual medical, dental, & vision insurance coverage - 401k + company match - Generous vacation & volunteer policy - Free Dropbox space for your friends and family :-) Apply here: Please don't hesitate to reach out to me, even if just to ask a question or clarify something! (Contact info in my profile)",March 2018,San Francisco,,,,,,,,,Onsite,,
16738523,"BitBridge | Remote - Austin, Chicago Offices | Full-Time |"," * Blockchain Engineer
* Senior Engineer
* Lead Engineer - Frontend
* Web Engineer - Frontend We're a team from the HFT world that is fed up with the state of blockchain exchanges. Existing exchanges are sluggish, unreliable, and horribly designed—creating a miserable place to trade during the brief window before your money is stolen. We're building a real exchange platform to fintech standards and calling it BitBridge. BitBridge is a next generation cryptocurrency exchange platform, straddling the divide between centralized and decentralized trading. Built to engineering standards far beyond any other exchange on the market, we offer superior reliability, security, liquidity, and performance. And we do this all with verifiably fair matching algorithms and a need for minimal custody of user assets. <a href=""http://jobs.bitbridge.hk"" rel=""nofollow"">http://jobs.bitbridge.hk</a>",April 2018,Chicago,,,,,,,,,Remote,,
16745051,PMG Advertising Agency | Jr. Data Engineer | Full Time | ONSITE | Fort Worth TX or Austin TX | www.pmg.com," We're a independent, full-funnel digital agency with 150+ employees that drives results for global brands like Apple, OpenTable, Sephora, Cirque du Soleil and Abercrombie & Fitch. Ranked by Deloitte as one of the fastest growing companies in its Technology Fast 500, PMG has rapidly carved out a unique space for ourselves through the breadth and depth of our audience marketing expertise and by building on our own proprietary technology and data infrastructure. Beyond our work, we focus on building relationships and keeping employees happy - part of the reason we've Ad Age named us #5 in advertising's Best Places to Work for 2016 and 2017! We're actively looking to grow our data engineering division to develop sustainable data pipelines that power analytics dashboards, bidding algorithms, and automated scripts. We currently process data from more than 30 API connections and store over 30TB of marketing data alone. Your efforts will directly contribute to the effectiveness of our client's digital media spend of more than $200mm+ each year. Jr. Data Engineer - Alongside our data engineering role, we're always looking for strong candidates for our development, analytics, data science, and data innovation teams. If you have the technical chops, want to work with large data sets, and have an interest in digital marketing, please reach out to blake@pmg.com.",April 2018,,,,,,,Data Engineer,,,Onsite,,
16494045,"Quikly | Detroit, MI | Fulltime | ONSITE |"," Quikly is an industry-leading digital marketing platform empowering marketers to consistently acquire, activate and retain customers resulting in superior ROI. Trusted by leading brands, Quikly leverages elements of consumer psychology and delivers highly effective and measurable results across nearly every marketing initiative. We are looking for a financially-minded and metrics-driven Director of Operations to organize and oversee the daily operations of our company. You will measure, analyze, and manage the organization’s key performance indicators to aid Quikly in achieving its strategic and financial goals. Other openings: Senior Accountant, Data Analyst, Business Development Representative, Director of Product Management, Account Executive. Apply at",March 2018,Detroit,,,,,,Business Analyst,Data Analyst,,Onsite,,
16750565,"LandmarksID | Senior/Lead Developer| Sydney, Australia | ONSITE | Full Time |   | Kafka Ruby Go NodeJS", LandmarksID is a mobile location intelligence platform that provides brands and marketers location data insights on their customers real-world behaviours. We're looking for Senior Developers with experience in building out Data Pipelines and Analytics tools. Experience with geospatial data or AdTech/Marketing Tech is a plus,April 2018,Sydney,,,,,,,,,Onsite,,
16754326,ZenMate | Berlin | ONSITE | VISA | €50k - €80k depending on a role," At ZenMate, we strive towards making the internet a more secure and private place with our VPN solution. With over 42 million downloads and clients available for all major platforms, we continue to develop products which improve user experience on the web 1) DevOps Automation Engineer (m/f) | ONSITE | VISA | €50k - €65k job description: 2) Client Developer (m/f) | ONSITE | VISA | €50k - €70k job description: 3) Sr. Backend Engineer (Ruby) (m/f) | ONSITE | VISA | €60k - €80k job description: Please apply with the links above :) If you have any questions you can email me directly, my address is in my profile.",April 2018,Berlin,,,Ruby,,,Developer,Web Developer,,Onsite,Visa,
16500772,"Harvest | Database Engineer, Operations Engineer, Product D| Full-time | Remote"," Harvest is an independent software company that makes tools to help businesses run more smoothly. For the past 11 years, our customers have relied on our products as a critical part of their day-to-day operations. They’re the reason we’re still in business, and their needs drive our product decisions. We currently have openings in four roles. You'll be joining a team of 50 lovely faces, the majority of whom work remotely, while the rest can be found in our NYC office. You can find the full job postings on our careers page: Stack: nginx, MySQL, Redis, Rails, Backbone, Ember
See:",March 2018,,,,,,,,,,Remote,,
16758654,"Blue Vision Labs | London, United Kingdom | Onsite, Visa,"," A collaborative Augmented Reality (AR) company that is enabling the next-generation of AR and robotics. Funded by Google Ventures, Accel, Horizon Ventures, SV Angel and others, we spent two years developing city-scale AR Cloud technology. Our mission is to empower developers to revolutionise how people interact with technology, environment and each other. Our team comprises experienced software engineers, accomplished entrepreneurs, and PhDs from top universities. We offer a friendly and dynamic atmosphere where everyone learns, grows and contributes to our core product. We are seeking ambitious women and men with industry experience to join our team: <pre><code>  Account Manager      | Technical
  Senior engineer      | iOS Developer
  Software engineer    | Mathematical Optimisation
  Software engineer    | Backend, Data, Pipeline (+internships)
  Research engineers   | Computer Vision (+internships)
  Research scientist   | Computer Vision
  UI Engineer / Designer
</code></pre> <pre><code>  A competitive salary
  Pension scheme
  Unlimited holiday (we promote a healthy life balance!)
  Autonomy to make business-critical decisions and propose impactful solutions
  A working atmosphere that values equality and diversity, knowledge-sharing and personal development
  A knowledgeable team with extensive domain expertise - some of the brightest minds in the continent
  A beautiful working space in bustling central London, near the famous Old Spitalfields Market
  Breakfast, lunch, and dinner whenever you want it
  Coffee reimbursements (including Starbucks!)
  Spa breaks
  Health and wellness plan (e.g. Swimming, yoga, pilates, gym)
  Generous stipends for activities such as music lessons
  A social team atmosphere and weekly activities.</code></pre>",April 2018,London,,,,,,Data Engineer,Data Scientist,Developer,Onsite,Visa,
16740621,iHealth | Full-time onsite | Singapore  | Visa sponsorship We are looking for Frontend Deve| Backend Developer | Mobile Developer to expand our team. Tech stack i," You can apply by sending your resume to cheewei.toeh@ihealthlabs.com and do highlight about your previous projects/Git hub account/ Stackoverflow account Benefit:
Partially subsided breakfast
Free high quality fruits
Better insurance coverage
Development using MacBook Pro
Work and Life balance
Friendly environment
Flexi working hours
Office located and centre of business district",April 2018,Singapore,,,,,,,,,Onsite,Visa,
16760162,"SigOpt | San Francisco, CA."," Software Engineer: Full time, Onsite. Small team working on everything from machine learning to javascript. SigOpt is building a cloud-based ensemble of optimization tools that is proven and integrates seamlessly into existing infrastructure. We're used by globally recognized leaders within the insurance, credit card, algorithmic trading and consumer packaged goods industries. We're looking for generalists who feel comfortable working on everything from machine learning pipelines to javascript to join our small but growing team. Our stack is built on tested and popular tools like postgres, python, AWS, node, react. We prefer versatile developers over experts in a single field. Responsibilities: -Work with customer success and the research engineers to design, build and ship new features in the API -Design, build and continue to improve the SigOpt web experience, from account administration to cutting edge visualizations -Champion usability and clean design across the website and API, maintaining the high bar that our customers continue to give us positive feedback on -Showcase SigOpt in code examples from our public GitHub repo, documentation and how-to articles on the website, and occasionally blog posts Requirements: -Minimum 1 year industry experience in a software engineering role -Experience in a wide variety of languages and tools Pluses: -React/ES6 experience -API design experience -Experience writing and maintaining test suites including unit, integration and browser tests -Machine learning experience -Strong oral and written communication skills More information at",April 2018,San Francisco,,,Python,JavaScript,,Software Engineer,,,,,
16747413,"MathWorks|Cloud Computing- Software Engineer|ONSITE| Natick, Massachusetts"," Are you excited about working with containers, serverless computing, and orchestration tools?    
Do you have a passion for building scalable fault tolerance systems?
If so, play a key role in designing, architecting, and developing MATLAB cloud services and cloud infrastructure.  Collaborate in a fast pace Agile environment with a highly cross-functional team.   Design and implement software and infrastructure to support worldwide internet scale.
Interests/Qualifications: Kubernetes, Docker, Amazon Web Services, Linux, serverless computing such as AWS Lamda, Deep Learning, Big Data, and performance.
You can apply here:",April 2018,,,,MATLAB,,,,,,Onsite,,
16743965,PulsePoint | Machine Learning Engineer | REMOTE | ONSITE | NYC | Full-time," PulsePoint, a programmatic advertising platform with specialized healthcare expertise, fuses the science of programmatic targeting, distribution, and optimization with the art of brand engagement. The PulsePoint platform is powered by terabytes of impression-level data, allowing brands to efficiently engage the right audiences at scale while helping publishers increase yield through actionable insights. The goals of the PulsePoint Data Science team: • Optimize and validate targeting mechanisms for specific health conditions • Improve and optimize our proprietary contextualization, and recommendation engines that handle hundreds of thousands of transactions per second, billions of times each month • Collaborate with internal Health experts to ideate and support rapid assessment, analysis, and prototyping of ideas for achievable commercialization. What you will be tasked to do: • Research and develop user profiling models to enhance our clinical trial recommendation engine to leverage both online and offline data.
• Collaborate with Product teams on data-driven products to support clinical trial platform design and delivery.
• Support and enhance the existing work on health user profiling, prediction, and targeting tools.
• Contribute on future project on patient/physician identity for cross-device tracking, profiling and targeting.
• Support existing codebases for data integration and production support for our core models. Requirements
• 3+ years of full-time experience working as a Statistician/ Machine Learning Engineer/ Data Scientist
• Knowledge of Big Data technologies such as Hadoop, Hive, and Impala
• Knowledge of Python using the numpy/scipy/pandas/skilearn stack
• MS/PhD in something relevant or BS with several years of applied machine learning experience
• A GitHub link with code samples We have a couple of similar Data Science positions open: some more with a research focus, others with an engineering focus. If your experience leans more to one side than the other, do get in touch! We have great benefits like sane working hours, great salaries, 401k match, lunches, snacks, excellent teammates, etc. Contact me (jmena@pulsepoint.com, I’m a happy software engineer here) with your resume and a Github link and I’ll make sure you get your application expedited. We’re also hiring Data Engineers and Java Software Engineers!",April 2018,,,,Java,Python,,Data Engineer,Data Scientist,Software Engineer,Onsite,Remote,
16495453,Square | Information Security & Security Engineering | San Francisco & New York | Onsite/Remote/Visa | Full-Time | squareup.com," Square is a financial services, merchant services aggregator, and mobile
payments company. The Square Information Security team works to ensure the
security of every transaction from swipe to receipt and beyond. We embed
ourselves in other teams at Square to build world-class products for both
customers and employees. Our ultimate goal is to ensure that every single
experience with Square is simple, secure, and safe. Positions: Software Engineer, Security ( Senior Software Engineer, Security ( Software Engineer, Identity and Access Management ( Senior Product Security Engineer ( Senior Embedded Security Engineer (link forthcoming, e-mail with interest)",March 2018,New York,San Francisco,,,,,Senior Software Engineer,Software Engineer,,Onsite,Remote,Visa
16742906,"tOS | react/react native Engineers, Java+Spring Boot En| Early-Stage | Berlin, Germany| Onsite | - Product: We build a travel B2B plattform - Why "," Unfortunately at the moment we can't help with visa, so people from the EU or with a EU citizenship will be preferred. Contact: paul@pkrecruiting.de More information: - Paul, Recruiting tOS -",April 2018,Berlin,,,,,,,,,Onsite,,
16500676,"Nerdalize (nerdalize.com) | Delft, Netherlands | Onsite"," Nerdalize is on a bold journey to turn the world into a huge sustainable data center by heating houses with our cloud servers. To make this happen, we need great people. When you think of cloud you don’t think of the weather forecast but of price/performance, deployment, hybrid cloud, Docker orchestration and what amazing technologies the future will bring? Do you want to be part of revolutionizing the cloud? Then you might just be the rock star we are looking for! Do you want to work with young, ambitious colleagues and together create real impact on the world? Then join Nerdalize and work from our office in Delft by contacting Thirza (people@nerdalize.com). Send your resume, links of work and a nice letter. We would love to hear from you:",March 2018,,,,,,,,,,Onsite,,
16739063,"Peterson Center on Healthcare | Tech Lead | Full Time | ONSITE | New York, NY"," We're looking for a tech lead to anchor our development team focused on building software solutions that accelerate the modernization and transformation of the US healthcare system, starting with primary care. Please send your resume and a few words on why you'd like to join us to me (Shawn): sdimantha (at) petersonhealthcare [dot] org <a href=""https://petersonhealthcare.org/careers/software-engineering-tech-lead"" rel=""nofollow"">https://petersonhealthcare.org/careers/software-engineering-...</a> Our tech stack: Ruby on Rails, React, PostgreSQL Interview process: - 45 min phone conversation - 3 hour in person pairing tech screen - Half day with team",April 2018,New York,,,Ruby,,,,,,Onsite,,
16493363,INFURA | DevOps or Backend Engineers | Full Time | REMOTE," Infura is building and developing an infrastructure platform for the rapidly growing decentralized web.  Infura is widely recognized in the Ethereum ecosystem, and its infrastructure powers other very popular projects in the space. We have two roles to fill, and will place priority on indiduals who can contribute something to both roles. The first is a DevOps engineer that would focus on automation, scaling and managing our infrastructure as it grows.  The second is a Backend engineer focused on building APIs and webservices to improve the scaling of Ethereum and IPFS related services. We are a 100% remote first team, and are especially interested in DevOps engineers willing to perform pager duty in non-US timezones. Details of the DevOps role is here: If interested, please reach out to us at jobs@infura.io, and mention this HN post as to how you found us.",March 2018,,,,,,,,,,Remote,,
16736721,"APPLE | CUPERTINO, CA (San Francisco Bay Area, APPLE PARK| FULLTIME | ONSITE"," Software Engineer in Test, Motion <a href=""https://jobs.apple.com/us/search#&amp;ss=113523967&amp;t=0&amp;so=&amp;lo=0*USA&amp;pN=0&amp;openJobId=113523967"" rel=""nofollow"">https://jobs.apple.com/us/search#&amp;ss=113523967&amp;t=0&amp;so=&amp;lo=0*...</a> Software Engineer in Test, Health and Fitness Technologies <a href=""https://jobs.apple.com/us/search#&amp;ss=113523992&amp;t=0&amp;so=&amp;lo=0*USA&amp;pN=0&amp;openJobId=113523992"" rel=""nofollow"">https://jobs.apple.com/us/search#&amp;ss=113523992&amp;t=0&amp;so=&amp;lo=0*...</a> Tech Stack: Python, Matlab, C++, time series data analysis, Swift (nice to have), Git.
Looking for candidates to fill these two positions asap, the quicker the better. Mention HN:jxramos if you make it to the tech screening.",April 2018,San Francisco,,,Python,Swift,MATLAB,Data Engineer,Software Engineer,,Onsite,,
16496540,Convergys Innovation Analytics | Denver / Cincinnati | Full Time - work from wherever," We're expanding!  We need to Hire 6 new teammates! Architect Manager: Back End: SQL, Azure, Data 
Back End Engineer: SQL, Azure, Data, APIs Full Stack Developer: .Net, MVC, JS, CSS, D3 QA Automation Engineer: DevOps, Release, Buils, Automation Testing More! contact kim.stein@convergys.com",March 2018,,,,SQL,,,Data Engineer,Data Architect,Developer,,,
16497207,"Okta | SF, Toronto, Seattle, London | Full-time, On Site"," Okta is a company which provides secure connections between the people and technology. We are builders and owners. We believe we are solving some extremely big problems. Join a group of amazing humans who thrive on making customers—and each other—successful. Why work at Okta? We believe that work is a never-ending process of learning and iteration. We work on extremely complex problems. We work on products that make millions of people's work lives better. We're funded by the industry's most respected investors. Benefits: Happy hours, Ping pong, Lounges, Food, Global offices, HQ in San Francisco's bustling SOMA district, HQ South in San Jose, Competitive salary, Stock options, Flexible time off, Weekly All-Hands, Hackathons and Volunteer events. These are some of the ideas we live by: Confront the hard problems and solve them. Don't bullshit people. Protect the customer. Think bigger. Make it work. Never stop. Please visit:",March 2018,London,Toronto,Seattle,,,,,,,,,
16498441,"Preferred Networks | AI Researchers & Engineers | Tokyo and Berkeley | ONSITE, VISA,"," We are a growing startup with more than 100 members based in Tokyo, focusing on developing AI solutions for Autonomous Driving, Robotics, and Bio-Healthcare. We love open source and are actively developing CuPy and the deep learning framework Chainer: We are looking for talented individuals with skills in various areas related to realizing cutting-edge AI applications in many industries. Find out more, and apply for all positions here: We recently launched one of the world’s largest private GPU clusters, with 1024 NVIDIA Tesla P100 GPUs, and achieved the world record of training on ImageNet in 15 minutes: Learn more about our research activities here: So far we have raised over $100 million from Toyota, FANUC, Hakuhodo DYHD, Hitachi, Mizuho Bank, and Mitsui & Co. We have a western-style working environment with attractive salaries and benefits in the heart of Tokyo. Ability to communicate in either English or Japanese is OK.",March 2018,Tokyo,,,,,,,,,Onsite,Visa,
16533829,"Macy's Inc | San Francisco, CA | On-site | Hiring Android Developers"," Job Overview: As a senior technologist, the mobile engineer is responsible for driving technology delivery and supporting operational excellence for macys.com. We seek a candidate that is comfortable engaging all aspects of a development cycle that includes data collection, algorithm development, performance assessment, and integration into different hardware platforms. Essential Functions: •	Design & create features for mobile Android app that satisfy business and non-functional requirements. •	Architect, design, and build software that scale on Android •	Drive adherence to mobile optimized standards, APIs •	Hands-on code contribution and delivery - libraries, API's, documentation. •	Coordinate and work closely with other product and design teams to execute solutions. •	Understanding and taking advantage of modern mobile architectures, devices and vendor solutions. •	Acting as the technical subject matter expert: Mentoring fellow engineers, demonstrating technical expertise, and leading a small team solving challenging programming and design problems. • Understanding of mobile security protocols, analytics and social channel integration. Qualifications: Education/Experience: •	Bachelor’s degree in Computer Science/Engineering or equivalent work experience •	Hands on experience building and delivering mobile applications on Android OS. •	Experience building Android apps adhering to MVP & MVVM design patterns. •	Familiar & experienced using Android Data Binding, Rx Java 2, Dagger2 libraries. Nice to have skills/experience: •	Building Android apps using Kotlin • Building AR/VR apps using Google AR/VR SDKs & Unity SDKs All open positions are contract (6 months) to hire. If interested, please forward your updated resume to the hiring manager (prasannarupan.sivagnanasooryar@macys.com) to get you setup for an interview.",March 2018,San Francisco,,,Java,Kotlin,,Applications Engineer,Data Engineer,Data Architect,,,
16493686,MotivIndex |   | Intermediate Software Developer | $70-80K CAD |  REMOTE (Toronto preferred)," MotivIndex is a research and technology company specializing in digital ethnography.  Our tools enable researchers and marketers to identify why consumers behave as they do in order to inform strategic decisions.  We are looking for a well-rounded developer to join our team and take ownership of various components.  We're a 10-person virtual company with most of us living in the Greater Toronto Area.  We often meet up in the city for jam sessions and team building. Come be number 11! Tech Stack:  Angular, C#, Python, SQL Server, Azure Data Lake We expect the candidate to be strong in at least one of the following areas.  Where strength is lacking, there is an ability to learn quickly by doing: - Front-End Development: inherent an existing application and own its future. (Angular, ES6, SPAs, Highcharts, Portals) - API Development: implement new features, instrument, and automate quality control. (C#, secure Web tech) - Natural Language Processing: work with an expert in the field and implement his recommendations. (Python, Spacy, theory) - Big Data Processing: transform data on a schedule and process streams of user generated content. (Azure Data Lake Analytics, Powershell, USQL) - Cloud and Dev Ops: provision infrastructure, deploy and monitor systems, improve development process.  (VSTS, Azure, Git) If you're interested, email your resume/linkedin to: devjobs@motivindex.com.",March 2018,Toronto,,,Python,SQL,,Application Developer,Developer,Front End Developer,Remote,,
